author,quote
Alan Moore,"I like Jacques Derrida; I think he's funny. I like my philosophy with a few jokes and puns. I know that that offends other philosophers; they think he's not taking things seriously, but he comes up with some marvellous puns. Why shouldn't you have a bit of fun while dealing with the deepest issues of the mind?"
Amor Towles,"My grandmother, who was simultaneously a woman of manners and verve, fended off marriage proposals until she was 30 because she was having too much fun to settle down."
Lea Michele,"I'm simple. I love hiking, going to the gym, doing some simple stuff. I love being outdoors, I love bike riding. Just stuff that's fun!"
Bruce Boxleitner,I had a great run on Babylon 5. It was a lot of fun.
Carla Hall,"What I love about 'The Chew' is that we have these celebrities come on, and you get to see them in a different light, cooking or enjoying food, when we usually don't see them in that setting. So it's a lot of fun for their fans to see them be normal people and having that commonality of food."
Alexandra Daddario,"When you're with another actor who's also been through five hours of prosthetic makeup, and you're eating another person's neck, and fake blood is being spurted out at you for two minutes, it's incredibly fun, and you're in character for that time. You can't really believe that that's your job."
Kevin Bacon,I would say invisibility would be sort of a fun power to have just to see what it was like to move through the world and not be looked at.
Corita Kent,You can enjoy the quality of the ad and not let them pressure you to buy what you don't really need. I have had fun taking back superlatives and just ordinary good words and phrases from ads and trying to restore some of their life to them.
Kevin De Bruyne,"In the end, for me, football is still a game. Even if you are a professional, you need to have fun when you are on the field. If you don't enjoy your job, you don't have fun."
Andy Cohen,"In the case of 'The Housewives,' I call the 'Housewives' sociology of the rich. I think it's just fun to watch. It's guilt-free gossiping that you can have. It's like the modern-day soap opera, in my mind."
Elaine Welteroth,"I think my style is a mix of quirky, eclectic, bright, and fun, with a really sophisticated feminine silhouette."
Mariah Carey,Christmas is always the most fun. I start looking forward to Christmas before it's even summertime.
Natalie Portman,"I don't mean to criticize anyone in any way that I wouldn't criticize myself. I think people should have fun, and have a good time, and enjoy the luck that we have to be lazy and dwell in consumerism. But I think that it's a balance. And our job as actors is empathy."
Roseanne Barr,"I never do anything fun, because I'm a housewife. I hate that word 'housewife.' I prefer to be called 'domestic goddess.'"
Corbin Bleu,"I am a very open, social, friendly person, and when it comes to people approaching me and asking for an autograph, I am totally cool with doing any of that. It's a lot of fun."
Anthony Hamilton,"I'm not always a heartbroken guy. I like to laugh, act silly, dance. There are so many more colors to me. I really can be fun."
Roisin Murphy,"I just wouldn't enjoy standing there like a paper doll, having someone else stick paper dresses on me. That would be no fun."
George Eastman,"If a man has wealth, he has to make a choice, because there is the money heaping up. He can keep it together in a bunch, and then leave it for others to administer after he is dead. Or he can get it into action and have fun, while he is still alive. I prefer getting it into action and adapting it to human needs, and making the plan work."
Mary Quant,I designed the miniskirt that caused so much havoc in the Sixties - the miniskirt that was such fun but has travelled well to today.
Mike Trout,"I used to get made fun of in the minor leagues. I'd be 0 for 2, and then in my last at-bat I'd hit a chopper that wouldn't even reach the shortstop, and I'd get a hit out of it. The guys would be all over me, but a hit's a hit. I'll take 3,000 of 'em."
Ian Somerhalder,"When you're really close to someone, they can make fun of you a lot and get away with it. But they sort of poke you in all of the right places."
Ross Lynch,'Teen Beach Movie' was a lot of fun because we were in Puerto Rico on an island - you can't even call it work!
Caterina Fake,"Part of why making Pinwheel is so fun, is so exploding with possibility, is that a note, like a photo, can be a container for all kinds of things. It is the perfect social object. Stories, advice, jokes, diatribes, information, memories, facts, advertisements, love letters, grocery lists, and manifestoes can all be put into a note."
Kendall Jenner,"My favorite thing about doing photo shoots is just being able to have fun, meeting new people, getting dressed up, and I just love doing it. So, I have a lot of fun."
Linda McCartney,"Paul persuaded me to join the band. I would never have had the courage otherwise. It was fun at the beginning. We were playing just for fun, with Paul's group."
Katy Perry,"Honey, I am the chief of my train. If critics want to hop on board, fantastic. There's plenty of room. The KP train is fun."
Kelly Clarkson,"People keep asking me if I am having more fun, being blonde, but I always have fun! Whether I'm blonde, redhead, or brunette! I always have fun."
Odette Annable,"I did a voice for this video game called 'Fallout 3,' and that was really fun. I had a great time, especially since I could show up in PJs and not have to worry about how I looked."
Anuel AA,"Sometimes I want to listen to sad music, sometimes something fun and sometimes you're in romantic mode."
Agyness Deyn,"I never knew modelling was what I wanted to do. I was just meandering through life having fun, having a laugh with my friends."
Kevin Systrom,There are a lot of apps that are fun to use - they're utility apps; they're fine. But there are a fraction of apps that are in the cream of the crop. You just need to be in the cream of the crop to get noticed.
Simone Biles,"A successful competition for me is always going out there and putting 100 percent into whatever I'm doing. It's not always winning. People, I think, mistake that it's just winning. Sometimes it could be, but for me, it's hitting the best sets I can, gaining confidence, and having a good time and having fun."
Minka Kelly,"No matter what you're doing, live it. Make an experience. Have fun. Relate to someone. Take them in. Learn."
Dr. Seuss,Fun is good.
J-Hope,"I think electricity will create a new world. I feel like the world will change a lot with electricity, and I wonder how it will change, it's scary, and it's going to be fun. I think there are so many things to think about when it comes to electric cars."
Neal Brennan,"3 Mics' has gotten me fans who actually like me. Now they have a sense of what I'm like, so I get to talk in a way that I really want, and it's fun to go on the road."
Amelia Earhart,"Aviation offered such fun as crossing the continent in planes large and small, trying the whirling rotors of an autogiro, making record flights. With these activities came opportunity to know women everywhere who shared my conviction that there is so much women can do in the modern world and should be permitted to do irrespective of their sex."
Herman Cain,"Nobody motivates today's workers. If it doesn't come from within, it doesn't come. Fun helps remove the barriers that allow people to motivate themselves."
Vince Vaughn,"I love Snoop. I worked with him on 'Old School,' and he's very accessible. He's very kind. He's always nice to everyone, to the crew. He's always got something positive to say. He's very childlike and loves to come and play. So, I had fun working with him."
David Baszucki,"I think all of the great developers start not with the intent to make money, but with the intent to make something fun that's in their passion zone."
Walt Disney,We believed in our idea - a family park where parents and children could have fun- together.
Ricky Gervais,"Everything I do is somehow rooted in humanity. It's always about people; it's always about ego. It's always about desperation. It's quite existential. You know, 'Am I leading a good life?' That might be because I'm an atheist, and I think this is all we've got, so you better be nice. And have fun."
Jerry Seinfeld,"The Four Levels of Comedy: Make your friends laugh, Make strangers laugh, Get paid to make strangers laugh, and Make people talk like you because it's so much fun."
Samin Nosrat,"I grew up eating and loving Persian food, going to school, and everyone making fun of me."
Richard Branson,"A business has to be involving, it has to be fun, and it has to exercise your creative instincts."
Blake Michael,"I've done a movie called 'Lemonade Mouth' for Disney Channel, which was fun to do. I actually got discovered through an open casting call where anyone could audition."
Doja Cat,I mean its cool that people appreciate fun stuff.
Donna Air,"I love nothing more than taking my dog, Molly, for a long walk on Sunday morning. Then I'll indulge in some Bikram yoga or something fun like reflexology."
Gloria Swanson,Fame was thrilling only until it became grueling. Money was fun only until you ran out of things to buy.
Nathan Myhrvold,"My company invents all kinds of new technology in lots of different areas. And we do that for a couple of reasons. We invent for fun - invention is a lot of fun to do - and we also invent for profit. The two are related because the profit actually takes long enough that if it isn't fun, you wouldn't have the time to do it."
Dick Van Dyke,"I found out retirement means playing golf, or I don't know what the hell it means. But to me, retirement means doing what you have fun doing."
Philip Treacy,"There is no attitude required. The hat brings the attitude. And when people try on a hat they like, it is a bit of fun. It makes them laugh. You don't laugh when you put on a pair of shoes, but you do with a hat."
Katharine Hepburn,I never lose sight of the fact that just being is fun.
Billy Joel,"In a way, we are magicians. We are alchemists, sorcerers and wizards. We are a very strange bunch. But there is great fun in being a wizard."
Adam Vinatieri,"There's a lot of fun things about this sport, but trying to hoist that trophy at the end is what we all play for."
Anohni,"Rage is a really fun place to dance from - expressions of anger sublimated into something beautiful are invigorating, especially if you feel like you're telling the truth."
Diana Rigg,There is a life after being at the pinnacle of your beauty. Plenty of life and fun.
Jillian Rose Reed,"When I was in high school, I had already kind of been working in the industry and had done a couple of acting jobs. There were definitely some girls that were either jealous or thought I was a snob. I was just trying to be a teenage girl and go to high school and have fun like everybody else!"
Limmy,"Aye aye, I'm not one of these people that hate Christmas. Some people think it's all fake, but I like that kind of thing. It's like Las Vegas. I know this isnae really the Eiffel Tower and that isnae really the Statue of Liberty, but it's just a bit of fun."
GloZell,"My parenting heroes are the Obamas! They've been married for so long, and it looks like they're having fun, and their kids are down to earth, well-adjusted, and smart. They seem to have a strong family unit that I would like to emulate in my life."
Hunter S. Thompson,"If Sunday is the Lord's day, then Saturday belongs to the Devil. It is the only night of the week when he gives out Free passes to the Late show at the Too Much Fun Club."
Brandi Chastain,"You'll be dedicated and that's what you should want to be in anything in life - whether it's sports or academics or your relationship. It all stems from finding that fun, that thrill, that excitement."
Leo Burnett,"Creative ideas flourish best in a shop which preserves some spirit of fun. Nobody is in business for fun, but that does not mean there cannot be fun in business."
Anjelah Johnson,"There's a joke that I do where I make fun of myself for being bow-legged, and I compare myself to a camel and how a camel walks and sits, and that has become a joke that people - when I deliver that joke, people are in tears."
Terry Pratchett,"If it wasn't for the fun and money, I really don't know why I'd bother."
Oliver Stark,I like to think I'm not so devious and maniacal. So it's fun to step into that world and put those shoes on and play that character out.
Kris Jenner,My motivation is to be creative and have fun. You want to do something that keeps you on your toes the rest of your life and keeps you busy.
MF Doom,"I have no friends here apart from the dudes at my record label, and I didn't go to school with no one. Nobody knows me - I'm incognito. It's all new, all fun."
Jon Favreau,"You show people playing poker or hacking into a computer; it feels so significant in the script, and then when you see it on the screen, it loses something. But there's something about cooking - food being prepared is incredibly captivating. It became just a fun box of tools to use as a director."
Michael Baumgartner,"Really, running an underdog, insurgent political campaign against an opponent many folks think can't be beat, and going out and meeting folks and talking about your ideas for America and Washington, is a lot of fun and a real privilege."
Dinah Manoff,"When I like myself, which is not too often, but when I do like myself on film, it's when I point, and I go, 'Look what she did! She did the funniest thing - look at her!' Where I can really separate back from it and I don't see me anymore, then I'm really excited. That's, like, really fun for me. That jazzes me."
Rita Ora,"Clothes are fun. The designers have so much fun making them, you should have fun wearing them, too."
Betty White,"Wendy Malick and Valerie Bertinelli make fun of me, but I take care of my health - I don't abuse it."
Billie Eilish,It's really fun to put yourself into a character - into shoes you wouldn't normally be in.
Liz Goldwyn,"My new dressing goal is to make little kids and babies smile at all the bright, clashing colours I can wear at once. It makes me laugh when I catch sight of my own reflection - life is too short not have fun!"
Rickey Henderson,"Once you can accept failure, you can have fun and success."
Molly Ivins,"The thing is this: You got to have fun while you're fightin' for freedom, 'cause you don't always win."
Daniel Levitin,"Procrastination comes in two types. Some of us procrastinate in order to pursue restful activities - spending time in bed, watching TV - while others delay difficult or unpleasant tasks in favor of those that are more fun."
Masatoshi Koshiba,"Science in textbooks is not fun. But if you start doing science yourself, you will find delight."
Penelope Leach,For a small child there is no division between playing and learning; between the things he or she does just for fun and things that are educational. The child learns while living and any part of living that is enjoyable is also play.
Tommy Shaw,"When it stops being fun, stop."
Lindsey Vonn,"It's hard to give tips to skiers if I don't know how they ski, but I think the most important thing in skiing is you have to be having fun. If you're having fun, then everything else will come easy to you."
Curtis Stone,"When I was very young, I got my first opportunity in television with a show called 'Surfing the Menu,' and it was myself and another buddy. We traveled around Australia and we surfed and cooked and drank too much wine. And we had a lot of fun."
Angelina Jolie,"I've realized that being happy is a choice. You never want to rub anybody the wrong way or not be fun to be around, but you have to be happy. When I get logical and I don't trust my instincts - Thats when I get in trouble."
Laura Leighton,"I think 'Pretty Little Liars' is going to be hugely popular for adults, for kids, for girls, for guys, you know, something for everyone to look at, and the stories are going to be great. There's suspense every week. The friendship is really fun to watch. I think it's going to have something for everybody."
Alex Trebek,Learning something new is fun.
Morten Harket,"I am naturally prone to fun or to be funny, but when I talk about myself in interviews, then it's an intellectual exercise."
John Rzeznik,"I've met very lonely people who have 10,000 friends on Facebook. And it's just not real. We've set up this artificial society in cyberspace. And that's supposed to be a community, like a real community. It's supposed to be where people go to get solace or friendship or have fun."
Simon Rex,"It was a lot of fun doing 'Felicity.' She had just won the Golden Globe, and she was huge at the time, but she was like the nicest girl ever. As a guest star on a show, you get on the set and you feel out of place, but she was so nice to me and really cool."
Pimp C,What's wrong with the 'Laffy Taffys' and the Soulja Boys? We need fun records. We gotta have dance music. We gotta have club music. We gotta have kids' music.
Camille Perri,"'When Katie Met Cassidy' is a romantic comedy about two very different women who find themselves uncontrollably drawn to one another. Issues of gender and sexuality play their part in the novel, but first and foremost, it's a fun, fast-paced love story."
Sam Mikulak,The most fun is the high bar - I just like the adrenaline rush of doing the high-flying releases.
Rodney Atkins,"The energy of college football rivals that of a live performance for me. I am an extremely analytical guy and predicting these games is right up my alley, especially with a little luck thrown in. It is even more fun when I am winning and I have to say, I have fared quite well in my predictions."
Victoria Justice,I like people who can and like to make fun of themselves!
James Frain,Characters who have some kind of free rein on their darker selves are always fun because they've taken the license off. You just get to fill out all the colors.
Jidenna,I'm the guy on the corner that is slightly peculiar but fun and funky.
Michelle Kwan,"I tell aspiring young skaters to dream big, work hard, have fun, and follow their passion. It's simple to say never give up, but learn from your mistakes to keep growing."
Kirk Kerkorian,"Life is a big craps game. I've got to tell you, it's all been fun."
Quentin Tarantino,"I want to have the fun of doing anime and I love anime, but I can't do storyboards because I can't really draw and that's what they live and die on."
Randy Pausch,"I don't know how to not have fun. I'm dying and I'm having fun, and I'm going to keep having fun every day I've got left."
Leonardo DiCaprio,"I want to be a jerk like the rest of my friends, and have fun, and not care about the consequences, but I just can't now."
Karen Joy Fowler,"The smart way to build a literary career is you create an identifiable product, then reliably produce that product so people know what they are going to get. That's the smart way to build a career, but not the fun way. Maybe you can think about being less successful and happier. That's an option, too."
Saara Aalto,"This song is by Bjork called 'Oh So Quiet' and it's really different. I'll be screaming and just having fun on stage. It's really, really different but I'm very excited to do that number."
Jordin Sparks,"Well... I had braces and I had to wear headgear! I loved my braces, actually. For me, they were like a piece of jewelry! Instead of the silver or pewter I had gold braces. It was so much fun, I loved them. I got to change the colors and stuff and I had the rubber bands."
Tom Segura,"When you tour as much as I do, you're always on the road, and you tend to gravitate toward cities where you're like, 'Every time I'm in that city, the shows are fun.'"
Alice Cooper,"I have never made fun of religion. Religion is something I don't even want to mess with, because I am really afraid of the clouds opening up and my being struck by lightning."
Jerome K. Jerome,"I can see the humorous side of things and enjoy the fun when it comes; but look where I will, there seems to me always more sadness than joy in life."
Salma Hayek,"I have a farm and I love it there. There's really nothing to do, but even watching the chickens, its fun."
Bernie Mac,"I want to have fun. Life ain't no dress rehearsal. I want to have fun. I'm a comedian; I ain't no politician. So everything I do is with humor, with love."
Sandra Lee,"I like to create what I call 'tablescapes.' It's so much more fun when you organize your table around a theme, don't you think?"
Guy Martin,"Speed and danger don't always go together, but it's proper fun when they do."
Allison Williams,"For cardio, I do SoulCycle. I really don't like to run, plus I have terrible knees and get bored on the elliptical. SoulCycle is basically a dance party on a bicycle, and you burn calories, and it's so fun."
Orianthi,"Sometimes I want to hear something fun to cook or bake to; other times, I need specific songs to to lift me up."
George Lucas,"'Star Wars' is fun, its exciting, its inspirational, and people respond to that. It's what they want."
James Burrows,"I have a fun clause in my contract. If I'm not having fun, I can leave."
Kirti Kulhari,"Breaking stereotypes and my own barriers is great fun, because that's what leads to growth."
Mel Brooks,'Mad About You' was very fun.
George H. W. Bush,Old guys can still do fun things.
James Thurber,"The wit makes fun of other persons; the satirist makes fun of the world; the humorist makes fun of himself, but in so doing, he identifies himself with people - that is, people everywhere, not for the purpose of taking them apart, but simply revealing their true nature."
Kathy Reichs,Murder mysteries are puzzles that are fun to resolve.
Octavia E. Butler,"Here I was into astronomy, and here into anthropology, and there I go into geology. It was much more fun to be able to research and write about whatever I wanted to."
Tone Loc,It's all about having fun and smiling and shaking hands.
Pete Wentz,"What would rock and roll be without ambition, craziness, danger, and fun?"
Natalya Neidhart,"Growing up, I remember planning for Halloween months in advance. It was, after all, my chance to be creative, artsy, original, and to just have fun!"
Emilia Fox,"My grandmother, Angela, was the Fox family matriarch. She was magnetic but also wicked. She had this huge life force and was great fun, but she would play each member of the family off against each other, which could make for extremely dramatic Christmases."
John C. Reilly,"Movies are this thing that came into my life, and it still feels pretend in some way. I kind of do this thing, and I never really accepted this idea that I'm a film actor. That's what I do. I feel like I'm a theater actor that started doing films. Most people have never seen me in a play. They're fun, though."
Connor Franta,"I could Photoshop for hours. I spend way too much time making thumbnails. I spend, like, two hours on my thumbnails sometimes just because it's, like, fun."
Nick Lachey,"Part of the fun of kids is the craziness, and you've got to embrace that side of it as well."
Clint Dempsey,"Every year is a roller coaster. I've enjoyed the struggle of having new coaches and having to prove myself over again. Being able to figure out ways to solve problems, to overcome obstacles - that's been fun."
Don McLean,"I developed this fantasy world. I found that that was much more fun and more interesting and exciting than real life was to me. Then, once I got the guitar going when I was a teenager, I set sail for the direction I've been in my whole life."
J. L. Austin,"But I owe it to the subject to say, that it has long afforded me what philosophy is so often thought, and made, barren of - the fun of discovery, the pleasures of co-operation, and the satisfaction of reaching agreement."
Clint Eastwood,"Movies are fun, but they are no cure for cancer."
Michael Jordan,"I want people to understand, gambling is not a bad thing if you do it within the framework of what it's meant to be, which is fun and entertaining."
David Thewlis,"The thing about 'Harry Potter' is it's great fun because of the people - I was usually with Julie Walters and Mark Williams, Brendan Gleeson, Robbie Coltrane, and the kids. Wonderful, funny, amazing people. If you're going to hang around on a set bored, you might as well do it with Julie Walters."
Steve Carell,"When I first started looking at Twitter, I followed people like Steve Martin, who will just write the funniest non sequiturs now and then, which I thought was really fun. That's kind of the road I've taken. Every now and then, something comes into your mind and you put it out there. It's very innocuous. I think it's kind of fun."
Chloe Benjamin,"I wish I'd had more fun in college. I spent a lot of time in my dorm room, reading or writing while listening to my Sarah McLachlan Pandora station."
Taylour Paige,"When I was a Laker Girl, I only danced for three months. We did not get paid that much money, and I was working two jobs at the time. I thought that it would be a little more fun, but it was quite stressful. It's all about your weight, your hair, having the right hair extensions, what to wear, the kind of shoes you wore."
Mason Cooley,Lying just for the fun of it is either art or pathology.
Sarah Rafferty,What's fun about shooting exteriors on the street in Toronto is that there are cable cars.
Whitney Houston,"I love to sing, but it's just not fun anymore."
Karen Kain,When I grow up I am going to be a ballerina. I will be in Giselle. It will be so much fun being a ballerina.
iJustine,I never expected to make the videos a full-time job. I thought I would continue to work as a freelance Web designer and just do the videos for fun. But the audience built so quickly that it became full-time.
Shawn Michaels,"One of the things my dad and I got to bond over was going to the San Antonio Spurs games when Gervin was there, James Silas... I can't remember the rest of the guys' names, but it was a fun time."
Tish Cyrus,"Every Saturday morning when we are making breakfast, we twerk in the kitchen. It is so much fun."
Chris Evans,"I like girls who are self-deprecating. I like girls who make fun of themselves. If you can't poke fun at yourself, what are you? I just want someone with a good soul. That's about it. The rest I'm really flexible on."
Debbie Meyer,"I knew all these people had the same goals I did, but the one that worked the hardest would come out on top. That's what drove me all the time. But I had fun. I did better every day, and that's what made it fun."
Ariana Grande,"I've done the bad-boy thing. It was fun for a good three months. But the thing about bad boys is, you have to keep in mind, you're never gonna marry a bad boy."
Alan Tudyk,"It was fun working with Will Smith; it was fun working with Alex Proyas, who is another sci-fi guy with 'Dark City.'"
Neill Blomkamp,"Satire also allows you to make fun of every different aspect. It allows you to make fun of both sides. It allows you to make fun of everything, really, so you can do it in a harmless way."
Ramin Djawadi,"One of the most fun parts about my job is that when the music gets recorded live at the end of the project and real musicians play it, I still get goosebumps every single time."
Brooks Koepka,"St. Andrews is my favorite place to play golf. I've said it many times. I love the design. I love how there is always a bunker in play. And every time you play, it is always a little bit different. There are so many angles out there. It is beautifully designed. And so much fun to play."
Kate Winslet,"I want to keep my health and my sanity and be well and feel happy. Plus, I want to have fun."
Simone Biles,"Stay healthy, have fun with it, and embrace all the moments. Because anything can happen."
Markus Persson,"Partying is not a sane way to spend money, but it's fun. When we were young, we did not have a lot of money at all, so I thought, 'If I ever get rich, I'm not going to become one of those boring rich people who doesn't spend money.'"
Katharine Viner,"'Guardian' journalism itself will remain what it has always been: thoughtful, progressive, fiercely independent and challenging, and also witty, stylish, and fun."
Eric Bischoff,"It was fun and something I could do together with my wife and kids. We were all hand-washing bottles, cleaning and bottling together. It was like families that cook together - we just happened to brew together."
Cameron Crowe,I think sometimes good sentimentality is fun when it's balanced.
Alice Weaver Flaherty,"It's no fun feeling your thoughts are being controlled by an electrode, and someone else is holding the clicker."
Cris Cyborg,I want to make super fun fights for all my fans so people will remember me.
Zach Ertz,Having success as a team is much more fun than having individual success. I have learned this lesson through the many wins I have experienced as a team.
River Phoenix,"When I was in first grade, everyone made fun of my name, of course. I think it's kind of a big name to hold up when you're nine years old. It seemed goofy. I used to tell people I wanted to change the world and they used to think, 'This kid's really weird'."
Jennie Finch,"Right now in my career, it's like I'm having more fun than I've ever had, so it's kind of like, 'Man, I can't stop now.'"
Michael Patrick King,If I talk to a woman for more than five minutes I can tell you exactly whether she's an Aidan girl or a Mr. Big girl. Aidan girls are more interested in nurturing relationships and building a nest while Mr. Big girls are more about show and having fun.
Twiggy,"The trick is to find the style that is right for you. When it comes to trying new clothes, my advice is not to take it too seriously - it's all about having fun."
David Robinson,"The individual stats, that stuff is fun, but it doesn't last. Somebody else is gonna come along and break your records. But the memories that you take are forever."
Alexander Skarsgard,"To me, when I watch movies, it's always fun to watch the bad cop or the bad guy."
Cheryl Strayed,"One thing any backpacker will tell you is that it's tedious and monotonous. You're bored sometimes, so you really have to make the fun in your head."
Christopher Lloyd,Uncle Fester always intrigued me. I certainly always enjoyed his kind of humor. He's just full of mischief in a kind of macabre way. I don't see anything twisted about it. It's sort of ridiculous and wacky. It's sort of fun.
Taylor Lautner,"I'm not the biggest motorcycle fan - they're cool and a lot of fun, but they're scary as well!"
Eddie Van Halen,"Obviously you have to have rhythm. If you have rhythm, then you can play anything you need. If you have rhythm and you love music, then play and play and play until you get to where you want to get. If you can pay the rent, great. If you can't, then you'd better be having fun."
Alex Guarnaschelli,"I exercise at a great gym and do dance classes mixed with some calisthenics. I really enjoy that because it reminds me of '80s aerobics. It's fun! I also bike ride, or sometimes I swim. Because I stand a lot, I don't really like to walk long distances. Running or jogging is out of the question."
Sabrina Bryan,"One of my favorite times of year is around Christmas when my entire family gets together and we make tamales together. It's a full two-day event, and we create an assembly line. It's awesome because everyone has his or her own part in making the dish. It's so much fun."
Emmanuelle Chriqui,I love doing voice-over. It's so fun.
Tony Khan,People ask me if I get nervous and I get a lot more nervous before a Jaguars or Fulham game. But I get more excited and have more fun at AEW than anything else.
Lucas Till,"I've kind of been in a video game, I've kind of been an action figure. It was actually a Barbie doll, so that's why I say kind of, but if I can get made fun of on 'South Park' or 'Family Guy,' then I'll know that I've done something good with my life."
Randy Pausch,"I'm dying, and I'm having fun."
Chris Kattan,"I like light green, sometimes red is fun to look at, not a fan of yellow, unless it's in a rainbow or on a coffee mug or on a happy face."
Betty White,It's fun once in a while to do a serious part but I really enjoy doing comedy because I love to laugh.
Ted Cassidy,"I got to know the cast pretty well. Not so much Leonard Nimoy, I got to know William Shatner pretty well. They are a pretty good gang. The production company that made 'Star Trek' is the kind of production company that likes to have fun."
John Bercow,"If someone is being very cheeky, it can be quite fun to deal with that situation."
Richard Thaler,"As every successful parent learns, one way to encourage good behavior, from room-cleaning to tooth-brushing, is to make it fun. Not surprisingly, the same principle applies to adults. Adults like to have fun, too."
Anne Hathaway,"When I think back to some of the most fun nights of my life, it was just me out dancing without a care in the world. It's a release, an outlet."
Robert Kazinsky,Being a kid is so much more fun than being an adult. I think that's the crux of it. I think men are just less inclined to grow up because it's much more fun being a child.
Talulah Riley,"My wide eyes make me look much younger without make-up, and although it's fun to have a line in innocence corrupted, I doubt I'll get to play the vampy vixen or a Hedda Gabler or Lady Macbeth."
Daniel Sharman,"I love playing really strung out characters, and characters that are really pushed to their limits and losing their mind. I think that's wonderful. To be able to lose it, in many ways, is just great fun to do."
Brian Eno,"I'm very good with technology, I always have been, and with machines in general. They seem not threatening like other people find them, but a source of fun and amusement."
Alex Lowe,The best climber in the world is the one that has the most fun.
Luke Combs,I do gravitate towards the sad songs because I find them to be more of a challenge for me from a writing perspective. There are things about those songs that do touch people in a way that a fun song can't.
Sam Rockwell,I used to break dance. I can do some good James Brown footwork. But now I think I've danced too much. My girlfriend made fun of me: 'Enough with the dancing.'
Molly Ivins,Having breast cancer is massive amounts of no fun. First they mutilate you; then they poison you; then they burn you. I have been on blind dates better than that.
Calvin Klein,It's fun seeing my label on someone's behind - I like that.
Anita Roddick,"When you run an entrepreneurial business, you have hurry sickness - you don't look back, you advance and consolidate. But it is such fun."
Dirk Nowitzki,"Off the floor, I'm really laid back: like, nothing really fazes me too much. But on the floor, I do get emotional and a little carried away. However, I started playing when I was 13 to have fun with my teammates, and that never stopped. I enjoy traveling and having fun in the locker room with the guys. Life is too short to be miserable."
Diane Sawyer,The most fun is getting paid to learn things.
Kristi Yamaguchi,I've had a lot more fun with the training.
Daniel Bryan,Being a bad guy is fun for me.
Edward Norton,"Anybody who is running a marathon or doing a walkathon, doing a fundraiser for their school, their company, by far it's guaranteed the easiest and most fun way to quickly set up a fundraising campaign and send it around to your friends and family."
Rachael Ray,"I'm not a chef. I haven't created any new technique in the kitchen. I'm not a rocket scientist. I think I'm good at writing accessible, fun, and affordable meals for the average American family. That's what I think I'm good at."
Jeff Bridges,My website's kind of fun for me. I get to do drawings on that. It's kind of fun.
Scott Caan,"To me, theater is the mecca; if you really love to act, that's where it's the most fun, by a long shot."
Jane Birkin,"There's no fun in a bag if it's not kicked around so that it looks as if the cat's been sitting on it - and it usually has. The cat may even be in it! I always put on stickers and beads and worry beads. You can get them from Greece, Israel, Palestine - from anywhere in the world."
Tom Ellis,Lucifer has a sense of fun about life; he just likes to play with people. But the sense of humor of the show is what makes the show entertaining as opposed to dark.
Candice Swanepoel,Being confident in your own skin is very sexy. I think when you have fun and are yourself that is sexy too.
Kim Kardashian,It's fun to have a partner who understands your life and lets you be you.
Lars Ulrich,"If there was no Black Sabbath, I could still possibly be a morning newspaper delivery boy. No fun."
Jeremy Irons,"I looked at the circus, and I looked at the carnival, at the fun fair. But I looked at sleeping accommodations and decided I was too middle class to put up with that! So then I joined the theater and found I could choose my own bedroom. I loved the atmosphere. I loved that we worked till midnight and didn't start till ten."
Steve Aoki,"The haters and the trolls have always used me as an excuse to make fun of something that is out of the ordinary, something that doesn't necessarily make sense to them. For whatever reason, I have always been a target that people love to attack."
James Veitch,"Don't get me wrong - I don't want to be mean to the scammers. There are lots of people online who do that. I'm content merely having fun inventing, and I figure any time they're spending with me is time in which they're not scamming vulnerable adults out of their savings."
Alanis Morissette,"Alpha men are very turned on by the alpha woman, really high chemistry, really fun to work with, probably really fun to have affairs with, but there's not sustainable harmony in that lack of complement. There can only be one person in the driver's seat."
Betsy Hodges,"Done right, precision can help clarify, plus it's fun."
Granit Xhaka,"Here in the Premier League, you have to give 100 per cent for the whole 90 minutes. It's not like after 70 minutes you can say, 'We're 2-0 up, so let's have some fun now' - that doesn't happen in the Premier League."
Paul Dini,"Batman is pretty much a self-trained guy. I think it would be fun to do a character like Superman or Captain Marvel or maybe Green Lantern, somebody who's got a completely different resource for fighting crime and fighting villains."
Steve Buscemi,"I've never had a grand plan. I've only just tried to keep open to many different possibilities, have fun and work with people who are passionate about what they do."
Natalie Dormer,The train system in India is chaotic and fun - it's the best way to see the landscape. Being in with all the families and also being the odd animal is a colourful experience you'll never forget.
Alec Baldwin,Acting in the theatre is fun; acting in film is work.
Ronda Rousey,"I make fractals. They're like mathematical pictures. My stepdad is actually a rocket scientist, so in his free time, he gave me a fractal program for fun. He showed me how to use it when I was about nine or 10, and I made thousands of fractals."
Naomi Osaka,"I think, for me, I just really want to have fun with every match that I play because tennis is a game."
Geoff Mulgan,"Computing should be taught as a rigorous - but fun - discipline covering topics like programming, database structures, and algorithms. That doesn't have to be boring."
Diana Penty,"Essentially, Christmas has always been about spending time with family. We had one big lunch filled with banter, warmth, laughter and great food. Doing up the tree with my mom was another fun exercise."
Jo Koy,"Whenever I talk about my culture, I want to shine a light on it. Even though I'm having fun, I want to make sure it's uplifting. I'm proud of it, and that's always been the foundation of my jokes."
Elsa Schiaparelli,"I think it is childish for men to joke about women's clothes, to make fun of our hats, to complain over the cost of a good fur coat."
