author,quote
Hannah Mills,"I like to relax a lot the night before a race. I like having people around me. I don't like being on my own, particularly. Music helps psych you up, too."
Phil Gingrey,"We tell infertile couples all the time that are having trouble conceiving because of the woman not ovulating, 'Just relax. Drink a glass of wine. And don't be so tense and uptight because all that adrenaline can cause you not to ovulate.'"
Katie Taylor,I always come into these competitions hoping to come away with a gold medal. I won't relax until I have the gold medal around my neck.
Gisele Bundchen,"I noticed every time I felt overwhelmed, I would hold my breath. I had to learn to stop, relax, and take long deep breaths, and within seconds I would feel more clear and ready to deal with the situation in a more loving way."
Leonard Cohen,I've never sold widely enough to be able to relax about money. I had two kids and their mother to support and my own life. So there was never an option of cutting out.
Pablo Sandoval,"When our backs are on the wall, that's the time when we enjoy having fun, relax out there, do our thing, don't get the pressure on, see the results, day by day, game by game."
Toni Collette,I think it's important to relax in general. I don't try to save up my relaxing for one month period of the year; it's kind of a daily practice that I've tried to remain aware of.
Guy Fieri,"After a show, people say, 'I bet you want to just sit back and relax.' No way. First thing I want to do when I'm home is cook."
Kurt Elling,"Out in L.A., things relax even further than they do in Chicago. There's such a looseness to it, and there's a potentially refreshing advantage to that."
Jamie Vardy,"You do get a chance to think about things when you're at home, but that is when you want to relax and forget about football for a bit. Honestly, you don't really get time to stop and think about things. We have a job to do. That is all we concentrate on, going game by game."
D. B. Sweeney,"On a movie set, there's so much down time, adjusting the lighting. It gave me time to nap, call my friends, relax, work out. But with TV, there's no break time. None."
Parker Posey,"I work with directors who haven't had the experience of being on sets as much as I have. I feel like, in a way, if it's an independent movie, I can teach the crew to kind of relax, or create a vibe. It really is about a vibe."
Jane Lynch,"The world, universe, God, whatever you call it, has so much more in store if you just sit back and relax and do what's right in front of you."
Caroline Wozniacki,"It's always been such a big part of my life to be fit and healthy and be outside and run and play sports. It gives me energy. Sometimes, I have these days where I don't do anything because I have the days off, and I just need to relax, and I actually get more tired."
Charlie Hunnam,I'm starting to get old. I want to eat some hamburgers and just relax.
J. J. Watt,"It's hard to understand the life that I live and rationalize some of the things that I do. I don't need someone questioning every move that I make, asking me why I don't just relax. When there's no one asking me those types of questions... to me, it's peaceful."
Carson Wentz,"For me, I stay pretty focused on football, and then at the end of the day, you just go home and relax."
Diego Costa,"When a game comes around, that's the time to be serious. During the week, the training sessions are serious, but away from there, you have to relax and switch off."
Moses Malone,"I did 21 years of hard labor in the NBA, invested my money right, so I'm set. I earned the right to relax and enjoy, you know?"
Luke Roberts,"I give everything far too much thought. If you think you know what you're doing, then you can kind of relax, and then you can improvise and play and just enjoy the day rather than be chasing the lines."
Mel B,"I didn't want my daughter to grow up in that intense attention - wherever we went, we'd get paparazzi. There are bigger, better superstars in America, so I thought, 'I'll go there for a quick holiday, and relax.' And my holiday just turned into me loving it and wanting to stay there longer and longer."
Sylvia Day,"I have things I watch in my downtime - I love 'Scandal.' I don't write political romance, so there's not a direct relation there. But it's something I do just to turn off the brain for a little bit, and just to relax and recharge."
Lewis Howes,Meditating is easier than most people think. Start by focusing and following your breath. The goal is not to eliminate thoughts entirely but to continually return to your breath. Taking this time to relax your mind can help sharpen your focus in other aspects of your work and allow you to work for longer periods of time.
Kristaps Porzingis,You can never really relax until you've signed that contract with your team.
Wendy Whelan,I've let my body soften. I've let it relax.
Holly Hunter,"The first and most important thing you need to be creative is to relax, particularly for the actors."
Diana Gabaldon,"The thought that you ought not to drink while pregnant came much, much later. In fact, I had my first child in 1982, and I was still told by nurses and so forth, 'Have a glass of wine with dinner. It'll help you relax.'"
Malik Jackson,I like to relax and get my mind off of business for a few hours.
Claudio Ranieri,"The day my players relax, I get crazy. They know that."
Mark Rylance,"It's amazing how much the sense of telling a story with a beginning, middle, and end helps me to relax. I find that the mass of stories that one is subjected to living one's life is otherwise overwhelming."
Emily Weiss,"My brain puts baths in the same category as yoga: it'd be 'nice' to relax for an hour, but I just want a 10-minute, high-impact workout; get in, get out. Showers are my cardio."
Seth Rollins,It's nice when I have days off to go home and relax and literally take the weight off my shoulders and enjoy the simple things.
Liu Wen,"I just wear very nice pyjamas. When I'm at home, I love to watch movies and relax because when I'm modeling, I'm always travelling. When I'm not working I don't put much make up, but I do love nail polish for that little bit of fun colour."
Freja Beha Erichsen,"I love to have massages, I think it's really important to relax. In New York, I usually go to Massage Williamsburg or Great Jones Spa."
Ray Fearon,"The important thing with memorising a part is not to force it. Sometimes when you're rehearsing, you'll think it's not going in, but it is. On stage, you have to trust that the lines are there, because they are. The real challenge is to relax."
Nick Wooster,"Bloggers and stores and publications and brands and houses all need to sort of take a deep breath and relax because no one is going away. The brands aren't going away. The designers, bloggers, publications aren't going away."
Laurie Hernandez,"On Sundays, I just love to go to church and then relax the whole day!"
Peter Morgan,I can't relax when I'm watching a biographical drama because it's so close to what it is that I do that I just long for more fiction - so that I can switch off.
Lynn Nottage,"The great thing about 'Vera Stark' is that my research was watching movies, screwball comedies, so I could literally sit back and relax."
Gus Kenworthy,I don't listen to music when I ski - I find it distracting - but I will sing to myself before I go to just get my mind out of what I'm doing and relax a little bit.
Rachel Simmons,"No matter how much you urge them to relax and how much you mean it, your child probably grapples with highly stressful environments away from home, whether it's where they go to school, the teams they play on, or the peers in their social circle. Most teenagers I know long for empathy from their parents about their struggle."
Jim Broadbent,"An Oscar clears the deck of envy and resentment. You think, 'Well, I've got that. I can relax now.'"
Chris Cooper,"I've never been the guy who tried to line up three or four projects down the road. I like to find one piece that speaks to me and then pour my heart and soul into it. Then I come home, recoup, and relax."
Mandy Ingber,"Yoga will uplift you if you are feeling sluggish or down, relax you if you feel high-strung, and soften your edges if you are feeling angry."
Dinesh Paliwal,"At home, I relax by catching up with friends."
David Hepworth,"Bobby Bones is a young country DJ who does a widely syndicated morning show. He's at his best with his BobbyCast, in which he talks to Nashville up-and-comers such as Kelsea Ballerini and Lauren Alaina. Guests are encouraged to relax on Bones's couch and talk about anything they like."
Scotty Lago,"I figured I would go to the Olympics, give it my best, work hard, and once it was done, have some time to relax. I'd do a couple days of press and then go home to my normal life."
Coco Rocha,"In ten years of modeling, I've trained myself to relax and be able to use my upper body."
LaChanze,"I can't stand adversity and stress and drama and tension. I can't function in that environment. If I have anything to say about it, we're going to get rid of it so that everyone can just relax and have a good time."
Kevin Parker,"I think after a long tour and after an album, your brain feels like it wants to relax, but at the same time, making music for me is something that comes kind of naturally. Just like a brain process."
Logic,My girlfriend has to beat me up to get me to relax because I work all the time.
Kevin Macdonald,"The things that are hardest to shoot are the things where you want people just to feel very natural, and you want to do love scenes, and you want to do just kids hanging out and trying to get them to relax."
Rose Namajunas,"People think after the fight you get to sit around and relax and all that. But really, people come around and family and all that, so it's a whole 'nother responsibility you have to take care of."
Nafessa Williams,"I love, love, love Lauryn Hill's 'MTV Unplugged.' It just helps relax me. I love just where she was in her space with that album and the truth that she was telling."
Charles Ray,"I've always been concerned with my sculpture. The drawings I do at night at home to relax. And for a long time, I just gave them to friends or my wife and didn't really show them."
George Pelecanos,I can't relax. I don't have any hobbies.
Gennady Golovkin,"I went to university every day for five years. I thought, 'I must - must - go to school.' Look, my hands, these are like guns. When you have guns, you can relax. But in the future, you need something else."
Leroy Sane,To relax in the Premier League is not good.
Leroy Sane,"For me, it is important to get away from football, to calm down, relax, and have fun with family and friends."
Kurt Warner,"The thing about the Super Bowl is, once you got to the Super Bowl City, it was non-stop football, 24/7. You couldn't get away from it. You couldn't leave your hotel room and not get bombarded by fans. You couldn't go have a nice dinner and relax. Friends and family weren't there, so the normalcy of life changed."
Gerard Pique,"If you stop now and start to realise what you have achieved, then you start to relax, and you start to lose. I don't think about everything I have achieved. I will do it when I retire because then I will have a lot of days to remember."
Taapsee Pannu,"Doing films like 'Judwaa' helps me relax, and that should be my reason for doing it, not to compensate for doing films like 'Pink.'"
Paolo Maldini,"Ahead of a semi-final, there is always the same buzz. You know you are very close to reaching the final, but there is no way you can relax because then you will be punished."
Alexis Sanchez,"You play one game after another, meet new people every day, and travel a lot. That is why I try to disconnect and relax as soon as I get some time off."
Roberto Firmino,"I do have moments when I like to relax, but I'm always moving, and that has always been the case since I was a boy."
Mike O'Malley,"We know, in history, people are unable to put different elements together and create gold, yet it's what you're asking actors to do every day. You're asking them to relax enough with the confines and restrictions of the lights and the cameras, and you gotta hit this mark, to relax enough to create what seems wonderful and beautiful."
Maurizio Sarri,"I love England, it's my home now. But I've been to the city, the centre of London, very little, as I don't really relax."
Akira Toriyama,"I'm a lazy person, but if I'm not absent-mindedly doing something, I can't really relax. I can't just veg out."
Carlos Tevez,"Of course I would buy a house in Marbella. In Marbella, you can buy a house by the beach, relax there, and later you can go there on holiday and everything."
Alvaro Morata,"English football is different to Italy and Spain. You don't have that much time to calm down or relax because, all the time, the ball is on fire."
Joseph Parker,Music is a great part of my life. It helps me relax and keep calm whenever I am not boxing.
Stella Maxwell,"For me, off-duty hair means no products. I have people touching my hair almost every day, so when I'm not working, I try to let my hair relax."
Joe Satriani,"You have to have a sound that inspires you to play because, if not, you won't be able to make the sound you have work. You won't be able to make magic with it if you're not happy with it, so it's important that you at least please yourself to the level where you can just relax and be an artist."
Jesse Lingard,"You train hard all week, and in your downtime, you can relax with your friends and have fun."
Carlos Mencia,"My favorite place is Maui. It's almost perfect there - the people, the weather, just everything. No matter how busy you are, when you get to Maui, you chill and relax."
Cenk Uygur,"When I want to relax, it's nine out of 10 times TV or movies. I love going to the movies and grabbing popcorn or watching 'Mad Men,' 'Boardwalk Empire,' and 'Breaking Bad.'"
Ryuichi Sakamoto,"I'm trying to relax, but it's hard."
Edin Dzeko,"After I finish with football, I will definitely go home. I won't stay in England, but I like it here, and I'm happy I'm doing what's best to give everything on the pitch, and then when I can, I relax. But the only bad thing is here maybe the rain is much more than in my country, but everything else I am happy with."
Tulisa,"In the past, I may have felt quite trapped - rebelled a little bit and been quite defensive and not known how to relax."
Terry O'Quinn,"I don't like Type-A actors, and I don't like Type-A golfers. I like people who relax into what they do and who enjoy it for the process."
India Eisley,"When I'm working, especially when the role is very intense or very demanding, I actually tend to relax just innately afterwards because work relaxes me more than anything."
Roy Hodgson,"A lot of young coaches who respect the fact I have been doing it a long time, that is often their question: 'Does it get any easier? Can you relax more during the games? Can you take it all a little bit more philosophically and put it more in perspective?' The tragedy is that I have to tell them, 'No. If anything, it gets worse.'"
Shaggy,"Some people get a little shy, you know, and it can take a certain mood or a situation or a vibe for you to relax and come out of your shell."
Diego Forlan,"With a good start, players can relax a bit more and aren't so anxious throughout the season."
Shweta Tripathi,"As I'm a complete water baby, being by the beach helps me relax."
Chris Mullin,"When I reach the line, I just know I'm going to dribble the ball twice, and when I shoot, I know it's going in. I get there and relax. I've put more in than I have missed, so in my head, I know they're going in."
Vikrant Massey,"When I used to watch TV when I was young, it was a fun space which helped us relax and de-stress."
Robert Green,"It's not that I don't take the job seriously. I'll do everything I can, humanly possible, to make myself better, but at the end of the day, if I don't relax and walk away from it knowing that I've done my stuff, then there's not much point."
Robert Green,"If you didn't relax away from your work, you'd tear your hair out in the middle of the night worrying about the next game when it's only a Monday and you're not playing until Saturday."
Imran Tahir,"Playing for South Africa is an absolute honour, and I don't feel like I need to relax. Every game I take more than seriously."
Imran Tahir,"In T20, there's a time shortage because you've got four overs. In one-day cricket, you relax, and the game goes long, and you only win the game in the last 10 or 15 overs."
Steph Houghton,"You get the best out of the girls when they're enjoying themselves, when they've got a smile on their face - they're working hard on the training pitch, but they're allowed to relax off it as well."
Mel Giedroyc,"I talked to friends who are actors and who do Shakespeare loads, and they all said 'learn it so that your family wants to clobber you, they're so bored.' You can never relax, that's the problem, because when you do, a bit of Shakespeare comes up to bite your cheeky behind. It just does, if you're not really focused on it."
Andy Muschietti,"I learnt to relax a little more and enjoy the process, which is something I didn't do in my first movie - understandably, I guess."
Rande Gerber,"Wherever I travel, I always head for a drink at the hotel bar as soon as I arrive. Not only is it a great way to relax, but it's a fantastic way to feel the pulse of a city."
Simon Mignolet,"I just try to stay as focused as I always am, relax and make sure I can help the team out whenever I can."
Rafael van der Vaart,I like to relax and watch TV and play with my little boy. I like to play some tennis as well.
Gervinho,"I like to relax in the South of France. The weather is so good, the food is so good, and it is perfect because we can all speak French."
Kirk Cousins,"When things are down, we can't hit the panic button, and when things are up, we can't relax. We've just got to stay consistent."
Louis Walsh,All I do in Dublin is relax and live away from the cameras. There are a few coffee shops I love and I spend my days in there drinking cappuccinos.
Adam Conover,"I find that I have a lot of suppressed energy when I'm on a plane for a long period so when I'm holding a fidget spinner, being able to play with it and just sort of run my hands over it helps me out quite a lot; it helps me relax."
Steven Knight,It's such a gift when you know who you're writing for and you know that that actor is capable of so much that you can relax a bit.
Ben Chilwell,"Over the summer, you do have to take that time to relax and go on holiday with your mates and get away from football."
Killian Scott,"Damnation' and 'Dublin Murders' are the first lead roles I've gotten to do. The more time you spend in front of the camera, the more you begin to relax in front of it."
Tristan Thompson,"The one bad thing sometimes when you switch 1 through 5, guys think it's easier and they relax. You have to be just as aggressive. If we're going to switch 1 through 5 we got to meet that point of entry at the ball and be physical."
Kevin Clifton,"Being there for each other in person or at the end of the phone during the show is so important for us and is a nice comfort. Whenever we get time out we make sure we go on dates, watch films together and just relax without thinking about work!"
Ashley Walters,"When it comes to friends, as in people to relax with, that's my wife and my kids."
Big Freedia,I've always loved to cook. It helps me to relax and gives me peace. It's my nourishment.
Freddie Ljungberg,"You can see players do things in training that aren't a problem but they can't in a game situation. You have to work on it, relax and be brave."
Jimi Manuwa,"When you're in a fight camp, you're working your body harder than normal and it's important to still look after yourself and to relax."
Adrian Lewis,In a way getting fired up for these matches is what makes the Premier League the hardest tournament for me. Knowing I can lose and still be in the tournament probably makes me relax too much sometimes.
Casemiro,"In football, the Champions league semi-final does not allow you to relax."
Phil Taylor,"I am on a fat-free diet for most of the year, but before 'the worlds,' I tend to relax on the diet a bit to concentrate on darts."
Keith Flint,"I like jokes and one-liners. I enjoy entertaining and making people laugh, being the funny man. But when I'm launched into unfamiliar environments I shut down, and as I relax then my character emerges."
Derek Carr,Once you're drafted there is no time to relax.
Gino D'Acampo,People panic in the kitchen and they don't need to. The first thing to do is to open a nice bottle of wine and relax.
Michelle Keegan,"When I go away, I do like to sunbathe and relax in the sun but I use SPF. I use factor 30 on my face and 20 or 30 on my body."
Holly Willoughby,I try and get all my shopping done before December so all the presents are wrapped in my lounge and ready so I can really relax and enjoy Christmas.
Anthony Rendon,A lot of people go up there and think about what they're going to do - I just hit. I relax and don't think about anything. I just want to hit the ball as hard and as far as I can.
Tan Cheng Bock,"I want to relax for a while, maybe go back to my medical practice. I got a lot of old patients waiting for me."
Neil Warnock,As a manager I always trusted my players on Christmas Day. I did not see any point in dragging them into the training ground - a three-hour round-trip for some of them on icy roads - when they could relax with their families instead.
Michelle Payne,But it's been perfect - where you grew up is where you relax. It's been the most perfect thing to have the country lifestyle again after my fall and after the Melbourne Cup.
Mitchell Trubisky,"You need balance in your life all-around. When you find that balance and relax and get away from the game a little bit - and when you come back, you just go that much harder."
Felipe Massa,"With all the traveling I'm doing, it's really important for me to be able to relax when I'm at home."
Andrea Radrizzani,"So I think it's like the night before the exam. Obviously, you stress. But when you have done your job well, then you need to go down, relax and enjoy."
David Goffin,"Sometimes when I need to relax, I just watch in the stands how people are enjoying the tennis or what they are eating."
Gael Monfils,"I am strong, the crowd makes me even stronger when they are on fire, I love to be with them, they give me focus so I just relax and play."
John Torode,"Cooking is what I do professionally and it is my way of life, but it is also the way I relax. It is the thing I dream about the most; it makes me smile."
Anoushka Shankar,"I suppose if you make enough money with one album, you can relax the rest of your life. I would rather go for smaller and stronger successes."
Jennifer Brady,"Yeah, I think the suites have been definitely a game changer here at the US Open, somewhere to relax and chill just with you and your team."
Charles Leclerc,"What I have always liked about Italians is the way they are serious when they need to be but know how to relax and have a laugh, too."
Doris Burke,"I love the game of basketball, and it has shaped my life since I was seven years old. But as a broadcaster it took me a good 10 to 15 years to relax and allow myself to enjoy the job."
Shirley Ballas,"A tradition I have on Christmas morning - my son has always been the one that cooks the breakfast and I am always the one in the evening attempting to cook the beautiful Christmas dinner. And during the day we just have a nice snore, a nice relax and watch a movie."
Shamna Kasim,"At times, I would decide to keep myself completely free for a week to relax. But, after the second day, I would feel bored and tell myself, You better do something.'"
Gerald Green,"I try to tell young guys - like, if I see a young guy pressing, I try to tell him to relax and play your game."
Pedro,You can not relax against Ribery and Benzema.
Tarja Turunen,I listen to classical music when I need to relax. It depends a lot on mood.
Caroline Garcia,"When mom is cooking, we are more in a routine. You can better relax when you go through things like you usually do. It is more comfortable."
Alexander Gustafsson,"You can't relax, even for a millisecond in this sport."
Noah Schnapp,I love to relax.
Tony Pulis,"Someone asked me 'What's the biggest thing you'll take out of the Premier League?' I said that you can't relax. I think you can go from having a great run of games - you can go four, five, six unbeaten - and turn a corner and go into a run of seven or eight games without winning. That's how difficult it is for the so-called smaller clubs."
Ravi Babu,"One day, after shooting, when I went back to my hotel room to relax, I just couldn't sleep. I had a feeling that someone was in my room. I was scared and opened all my windows and doors, but the feeling only got worse. I decided to leave the room immediately."
Hilaria Baldwin,Your circulation will improve if you breathe right. And doing your best to try to relax when you're stressed out will improve your overall health.
Kiki Bertens,I love games so we always play cards and board games to relax when we're on tour.
Gethin Jones,"If Im on TV, I make a real effort to get ready. When I go out, I want to relax a bit more. Its a quick shower, a bit of moisturiser and Im done in 15 minutes."
Boban Marjanovic,"You can't relax on the court with Luka Doncic. Even if you're not open, he can make Luka magic at any moment - throwing a perfect pass that somehow lands in your hands. Every game, he debuts a new move. It's crazy."
George Blanda,"I work hard and relax a lot, too."
Travis Browne,"Until I have that belt, defended that belt and left a legacy with my name and what I've done in that cage, then I'll have time to relax and take in what I've done."
Hardwell,"Apart from music, I like to relax with friends and family, watch a film, go out for some food."
Tobias Harris,"Some people say that I need to take a break and relax a little bit, but basketball is all that I know. This is what I've grown up doing and when I call my mother and my father, they talk to me about the game. It's just embedded in me and it's pretty much all I care about."
Kadeena Cox,"Sprinting is my stress relief, something to do to relax. I don't know what I would do without it."
Kelly Gale,One of the best things about summer is that it's the only time of year I don't have crazy amounts of studying to do. I can relax with books I actually enjoy!
Sarah Millican,"The telly's almost always on. It's how I wind down after a show. It's how I relax on a rare night off. It educates me, entertains me and makes a hotel room feel a lot more cosy."
Jonathan Cheban,"I don't know how to relax. I get so edgy and instantly I'm ready to go. I don't like to waste any time. I try to use up every minute until I get tired, and then go home, rest for an hour, and then go. But I don't ever actually relax."
Kirk Franklin,I can go to a movie theater and sit there all day. I love movies. They intrigue my brain and they relax me. I am a movie buff.
Nidhhi Agerwal,"If there's one thing Nawaz sir taught me, it's how to just relax. He's not your method actor who will ask not to be disturbed on set if there's a serious scene to shoot. He just comes and does his thing."
Joey Votto,"If I go out to dinner in Cincinnati, I know everyone's eyes are on me, or at least the people who recognize me. Eyes are on me, judging me, and I can't relax. I can't be at ease. I don't like that feeling."
